"Content","Sentiment","Label"
"aplikasi octo itu hus android versi berapa ya?, kok force close terus. udh uninstal, udah hapus data, tetap saja. pdhl ini sy pk android versi 11","negatif","-1"
"setelah diupdate malah jdi lemot bagusan yg dulu lancar","negatif","-1"
"Idiot jaringan bagus tapi di apknya g bisa masuk karena g ada jaringan. Aplikasi tolol","negatif","-1"
"Dengan aplikasi ini memudahkan saya transaksi banking ,tks ðŸ‘","positif","1"
"Ini kenapa tiap mau login selalu keluar sendiri","negatif","-1"
"Seharusnya transfer e-wallet juga gratis bro. Itu baru cakep","netral","0"
"Bagus, cepat. sangat membantu dan profesional","positif","1"
"Gak jelas octomobile sekarang, login suka gagal mulu","negatif","-1"
"bagus","positif","1"
"kenapa jadi kaya gini cimbnya kokgak bisa di pakai, hp saya samsung s9 tapi kanpa banking nya gak bisa di pakai log in","negatif","-1"
"mudah digunakan","positif","1"
"Menu lengkap,denda d hilangkan, lancar lan barokah","positif","1"
"God buat Octo mobile nya CIMB niaga","positif","1"
"mantap","positif","1"
"Membantu sekali","positif","1"
"Sangat membantu dlam hal transfer dana","positif","1"
"masa mau transfer aja susah.. keluar aplikasinya sendiri truss","negatif","-1"
"Tadinya mau kasih bintang 5 karena bi fastnya bisa ngirim ke semua bank, eh notifnya ganggu banget gak bisa dimatiin berisik","negatif","-1"
"Simple. User friendly","positif","1"
"Aplikasi ga jelas, masuk susah. Buat apa promo download aplikasi ga bener. Masukan data error trs, minta verifikasi terus ke email. Sangat buruuuk","negatif","-1"
"APLIKASI GAJELAS DIBUKA GA BISA, GIMANA MAU BANYAK YANG PAKE CIMB KALAU BEGINI. KOCAK KOCAK DUIT DIDALEM GABISA DI APA-APAIN","negatif","-1"
"Bagus. Walaupun cukup lama minta pascode","positif","1"
"good","positif","1"
"best","positif","1"
"Parah aplikasi sampah monye,,,,,,,,,,,,,,t","negatif","-1"
"Ga boleh pake bi fast","negatif","-1"
"The Best buat kami para Ojol..","positif","1"
"Bagus,kalo mau pindah hp gimana caranya bu/pa?","positif","1"
"Makin gabisa diakses aja ini aplikasi","negatif","-1"
"Udh di email gak di bales,,emang kaga niat ni APL,,","negatif","-1"
"Mohon untuk login passcodenya dikirim ya kak,ini pas mau login passcodenya ga dikirimÂ²,mohon tindak lanjutnyaðŸ™ðŸ™ðŸ™ðŸ™","netral","0"
"Mantap","positif","1"
"Very Good","positif","1"
"memudahkan penggunannya, makin kesini keren bgt aplikasinya.","positif","1"
"Bisa di bantu? Device saya poco X3 pro,tetapi saat membuka aplikasi selalu d tolak karna device tidak mendukung. Padahal os saya sudah android 13","netral","0"
"Sangat membantu dalam pembayaran apapun baik online maupun qris dan transfer...ðŸ‘","positif","1"
"Mudah penggunaannya","positif","1"
"Top","positif","1"
"Hp saya yg lemot, apa aplikasinya yg lama respon,, kedepannya semoga lebih baik","negatif","-1"
"Saya suka...","positif","1"
"Terima kasih","positif","1"
"tolong minimal tarik non atm bisa 50rbu lagi","netral","0"
"is easy","positif","1"
"Top jos","positif","1"
"Alhamdulillah. Sesuai harapan","positif","1"
"Bagus sekali UI UX dan nyaman digunakan","positif","1"
"saat login/ dlm aplikasi sering sekali tiba-tiba bug forceclose dan sekarang semakin parah . tidak bisa transaksi samasekali","negatif","-1"
"OCTO Mobile emang kaga bikin ribet!! Smua jd mudah,, Tks OCTO Mobile ðŸ¤ðŸ‘ðŸ™,,","positif","1"
"Ok","netral","0"
"Mntaap","positif","1"
"nyaman","positif","1"
"Semakin bagus","positif","1"
"Bagus lebih aman dan cepat","positif","1"
"Mantulll","positif","1"
"Sangat bagus","positif","1"
"ga dibenerin apa ini apk keluar keluar mulu dah","negatif","-1"
"PARAAAAH","negatif","-1"
"Mudah, sangat membantu, bisa buat semuanya. Kerenn","positif","1"
"Tambahin promo","netral","0"
"saya tdk pernah ada masalah di apk ini, kenapa yg lain bnyk masalah dengan memberikan bintang 1...","positif","1"
"Kemudahan bertransaksi","positif","1"
"Even from the very first time verification, it took long time to fill in the data. It took much provider credit (pulsa) also to get the code and stuff. It said that my mobile phone number is not the same as the registered one. After reseting the password or PIN it won't work. The customer service from the bank also couldn't help much. They said ""harusnya bisa"". Hey, I can say that too, lady.. ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½ðŸ‘ŽðŸ½ *no star*","negatif","-1"
"Mantab dari dulu.. pertahankan.","positif","1"
"Asik bener","positif","1"
"Mantapp","positif","1"
"Baru buka rekening , trs pas mau login kode nya ga masuk masukk lah trs gmna inii","negatif","-1"
"Oke banget ðŸ‘ðŸ‘ðŸ‘ðŸ˜€ðŸ˜€ðŸ˜€","positif","1"
"Ok...banget","positif","1"
"Error terus","negatif","-1"
"Top","positif","1"
"ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Transfer sangat mudah","positif","1"
"Good job","positif","1"
"Sip niaga mantap","positif","1"
"SANGAT BURUK, SERING NGEBUG","negatif","-1"
"Ka cara blokir data aku gmn aku di tipu sama orng suruh dwld ini tpi pke nomor sama email dia","negatif","-1"
"Ulalaaaa....aplikasi octo mobile ini keren banget, semua jadi segala mudah . Thanks octo ðŸ˜ðŸ¥°","positif","1"
"Sangat membantu dn ceat","positif","1"
"Mantap","positif","1"
"Ok sudah di perbaiki walaupun udh mengecewakan tapi saya respect untuk penanganan nya trimakasih Saya naikan bintang nya","positif","1"
"Terbaikkkk.....","positif","1"
"Sudah bolak balik instal tetep juga gak bisa... Sudah Di @mail juga masih tidak bisa,, mohon penjelasan nya trimakasih","negatif","-1"
"mudah dipakai","positif","1"
"Goood","positif","1"
"Mantul","positif","1"
"Aplikasi susah untuk di install","negatif","-1"
"Aplikasi sangat kurang rekomendasi kalau saya kerja bukan ini rekening nya mah males sebenernya makai ini sering error masak saya transaksi di sini bi fast aja error malah masa kerja sampai 7 hari lagi lama banget sangat tidak rekomendasi pindah bank aja dah respon call center nya juga lama kurang profesional aneh jelek gak bagus Sempat deg degan alhamdulillah uang saya sudah kembali di hari berikutnya tetapi harus menelpon call center.... Alhamdulillah","negatif","-1"
"Mantap, aplikasi keren ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Semakin terdepan","positif","1"
"Mudah","positif","1"
"Knp karyawan cimb suka memaksa, dan tidak punya sopan santun, bagaimn cara berhenti berlangganan cc cimb, saya sudah tidak nyaman d teror terus""an, padahal sudah menolak secara baik""","negatif","-1"
"Aplikasi menyesatkan, bs tagihan beda dgn di aplikasi,,, kurang byr 108rb net kafala fee 51rb ga masuk akal","negatif","-1"
"ribet","negatif","-1"
"Suka","positif","1"
"Ok","netral","0"
"Punya nomor call center tapi ga guna, dalam antrian terus berhari-hari. Ada pegawainya ga sih?","negatif","-1"
"Oke","netral","0"
"mantap octomobile sangat membantu","positif","1"
"Good n exellent","positif","1"
"Good aplication banking","positif","1"
"Kocak hapus aja masa iya passcode ga kekirim kekirim","negatif","-1"
"Sering crash di hp oppo a92","negatif","-1"
"sangat bagus","positif","1"
"Overall berdasarkan pengalaman pribadi, octo lebih baik daripada mobile banking bank lain dari segi fitur, keamanan, dan masih bisa berjalan mulus walaupun dengan jaringan yg kurang stabil, tetap pertahankan","positif","1"
"Tranfer bi fast saldo kepotong tapi ga sampai di rek tujuannn","negatif","-1"
"Ok...sangat recommended","positif","1"
"Aplikasi gajelas. Beda sama m banking lain. Eror mlu setiap hari. Gapernah ada perubahan","negatif","-1"
"Costumer service tidak bisa membantu sama sekali, kecewa","negatif","-1"
"Ok bangetzzz...","positif","1"
"Cs bAgus","positif","1"
"Sangat memudahkan untuk pembayaran, walaupun masih agak bingung untuk pemilihan menunya.","positif","1"
"Tolong perbaiki lah gk bisa login ini keluar mulu","negatif","-1"
"Aduhh hari ini tgl 26 OKT 2023 pukul 16.01 wib untuk transfer ke rek BCA diMobile banking status nya setelah proses transfer info nya masih dalam ""PROSES"" tidak masuk ke REK BCA nya...dan Saldo sudah terpotong, mohon dibantu...","negatif","-1"
"terburuk sih dari semua layanan M Banking","negatif","-1"
"Sangat berguna... Sangat bermanfaat... Sangat membantu... TERIMA KASIH OCTO Mobile","positif","1"
"Customer service lu makan gajih buta.... telpon customer service malah makan pulsa doang..di proses/di bantu kaga malah kesana kemari lawak","negatif","-1"
"Sangat memudahkan dan ekonomis","positif","1"
"Aplikasi sering error. Hari ini 26 Oktober 2023 hendak traansfer tidak tertera nama orang yang akan dikirim. Hanya tertera Banknya saja. Call center CIMB Niaga tidak berfungsi dg baik. Sulit dihubungi.","negatif","-1"
"Alhamdulillah. Sangat sangat membantu.","positif","1"
"Aplikasi yang keren","positif","1"
"Banyak fiturnya dan lengkap ,cepat buat transaksi2, terima kasih","positif","1"
"memuaskan","positif","1"
"Gak jelas aplikasi octomobile yg sekarang, bukan nya ngebantu malah nambah nyusahin. Hp lancar gak ada masalah malah suka keluar sendiri","negatif","-1"
"memudahkan sekali cukup dalam genggam bisa melakukan apa saja dengan dunia digital. terima kasih Octo Mobile","positif","1"
"Cepat dan mudah","positif","1"
"Baik mudah operasional manfaat banyak","positif","1"
"GoodðŸ‘ðŸ»","positif","1"
"Bug Sy sdh berkali kali resend otp passcode nggak.muncul2 juga","negatif","-1"
"Ga jelas, ga bisa login Bolak balik ke cs percuma","negatif","-1"
"Baru pertama x gunanakan c Semoga bermanfaat bis membantu dn bunganya jangan tingggiÂ² ya..","netral","0"
"Izin bertanya apakah octo mobile bisa langsung dihack saat ada yang mengirimkan file .APK karena di WA masih tersetting semua file tersimpan?","positif","1"
"Event usd ga dikasih rewardnya dan eventnya Pemberi Harapan Palsu dan disuruh tunggu sampai tgl tertentu dan dolar saya dipotong lagi untuk tabungan dolar bulanan, rewardnya saya ga dikasih dan biaya bulanan 2.5usd dipotong. Pokoknya jangan nabung usd di cimb banyak ruginya dan banyak biaya. Penutupan rek dollar kena 5usd. Jual beli dollar juga jelek ratenya di octo cimb usd. Gak rekomended utk jual beli dollar disini. Ini pengalaman saya.","negatif","-1"
"Mudah dan simple","positif","1"
"Sangat mudah....muantap lah......","positif","1"
"Popppppppp . . .. .,......? ,. P mi p","netral","0"
"Praktis,mudah,oke","positif","1"
"Sangat puas","positif","1"
"kenapa gak bisa dibukak,","negatif","-1"
"Admin, rekening ponsel saya blm terhubung ke Octo mobile, caranya gimana...?","netral","0"
"Bagus&cepat","positif","1"
"Good","positif","1"
"Mantap ðŸ‘","positif","1"
"Mantap, pengiriman cepat","positif","1"
"gratis biaya adm utk transfer ke bank lain","positif","1"
"Ok","netral","0"
"Mantull... Cepat aman","positif","1"
"Saat ini aplikasi nya lancar dan sangat memudahkan buat saya yg jualan online, plusnya TF kemana gratis ðŸ˜ŠðŸ˜Š","positif","1"
"sangat membantu sekaliiii","positif","1"
"Keren","positif","1"
"Mantapppp. Saya puas","positif","1"
"Bank terburuk yang pernah saya pakai. Saya melakukan pembayaran ke merchant melalui QRIS tp sampai sekarang statusnya masih pending & juga belum di teruskan ke merchant. Padahal sudah 3 minggu tapi belum juga terselesai kan. Pihak bank juga selalu berbelit-belit dan belum ada penyelesaian ðŸ˜‘","negatif","-1"
"Aplikasi lag","negatif","-1"
"áœ¶.","negatif","-1"
"Sangat mudah utk transakssi","positif","1"
"Good","positif","1"
"Ok gampang","positif","1"
"Sngat baik","positif","1"
"Capek bgt pake apk ini .. setiap mau pake gabisa buat login .. error' terus.. harus berpuluh x nyoba buat bisa login..","negatif","-1"
"Login m banking ga bisa2 ðŸ˜­ðŸ˜­","negatif","-1"
"tidak ada kendala","positif","1"
"Keren banget Octo Mobile, Transaksi free admin","positif","1"
"Aplikasinya jelek .gak jelas","negatif","-1"
"Mantapp..","positif","1"
"Good luck CIMB niaga","positif","1"
"Semakin lama semakin susah dipakai ini aplikasi,,tidak bisa dibuka,,s makin update bukan tambah bagus malah tambah ngga jelas","negatif","-1"
"Tolong overlimit saya dihapus, padahal sudah dilakukan pembayaran lunas sebelum jatuh tempo","negatif","-1"
"Benar"" super apps","positif","1"
"Murah aksesnya","positif","1"
"membantu sekali aplikasinya dan mudah pemakaiannya.","positif","1"
"CIMB NIAGA Cabang Slawi ok,,pelayanan memuaskan,,Teleernya sangat ramah2,pokoknya nyaman Transaksi di CIMB NIAGA ..ðŸ‘ðŸ‘ðŸ‘Œ","positif","1"
"Thanks for cimb. Sekarang octo mobile lebih ringan, signal tdk bagus masih cpt untuk akses.","positif","1"
"Servisnya ok","positif","1"
"Mau masuk octo mobile,, malah diarahin ke pengajuan pinjaman terus ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸","negatif","-1"
"Cepat","positif","1"
"Top cer","positif","1"
"Sekarang saya tidak bisa akses octo setelah perangkat saya upgrade ke android 14","negatif","-1"
"Good","positif","1"
"Ribet bangettðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","negatif","-1"
"Bolehlah","positif","1"
"Mudah bertransaksi apapun... Sukses selalu buat cimbniaga","positif","1"
"Ok","netral","0"
"Buruk","negatif","-1"
"eror terus,gak bisa di buka,tambah parah","negatif","-1"
"Ok","netral","0"
"Mantap. Ditingkatkan fitur2 nya","positif","1"
"Good","positif","1"
"Sangat mengecewakan karena memblokir no rekening ponsel saya ketika ke bank tidak ada penjelasan atas dasar apa bank memblokir dan smpai hari ini uang saya yg di rekening ponsel tdk bsa di ambil","negatif","-1"
"Nice","positif","1"
"Aplikasi payah. Ga user friendly","negatif","-1"
"Sangat rekomendasi tuk gunakan octomobile tahun 2023 karena pelayanan baik dan jangan lupa cek bimaflasher di google chrome lengkapnya .terima jasa panggilan servis laptop /hp sejadetabek .","positif","1"
"Susah banget dapetin PASSCODE doang biar bisa login ke octo mobile parah dah ga bisa masuk masuk","negatif","-1"
"pnglmn yg sangt buruk ayo kasih b1 biar lenyap","negatif","-1"
"Transaksi lebih mudah dan nyaman, tingkatkan terus dalam pelayanan agar lebih bagus, karena jaman lebih maju","positif","1"
"kabar buruk, di versi android 8 sudah tidak bisa akses guys kalau tidak bisa buka disuruh ganti Hp :) atau pindah bank saja solusi yg realistis dan simple","negatif","-1"
"Siip bangets,cuma saya sering di tlp yg mengatas namakan dari cimb..padahal itu bagian dari kriminal","netral","0"
"Yg belum pake aplikasi ini, buruan pake anti ribet dan pastinya save banget","positif","1"
"Bagus sekali dan berguna banget aplikasi ini.ðŸ‘","positif","1"
"Cepat dan terpercaya","positif","1"
"Pengguna simpel","positif","1"
"Mengecewakan. User id saya terblokir, ketika telpon dgn 14041, ditanyakan bbrp hal, salah satunya jumlah nominal transaksi terakhir ya mana hafal. Kalo ditanyakan saldo trahir itu lebih masuk akal.. Salah menjawab, ga diproses. Dahlah ga pasang aplikasi octomobile lagi. Bye !!!!!","negatif","-1"
"Fast and easy","positif","1"
"Lebih mudah dalam bertransaksi","positif","1"
"Mantabb","positif","1"
"Ini gmn ya, kok bisa Transaksi tanggal 15/10/2023, kok tanggal 16/10/2023 Tagihan sudah tercetak , baru kali ini . Padahal harusnya keluar di mode cicilan di aplikasi Octo mobile, Sudah tanya Cust Service by WA, by 14041 jawaban nya tidak memuaskan sekali . Kecewa","negatif","-1"
"Kerennn abis","positif","1"
"Cukup membantu utk transaksi dan penarikan uang bagi kami para ojol","positif","1"
"Nice","positif","1"
"Aman mantep","positif","1"
"Sangat nyaman,,","positif","1"
"Good tingkatkan lagi","positif","1"
"Mudah..dan sangat cepat dlm transaksi","positif","1"
"Apl lemot,buat kembali gak bisa tlong di perbaiki lagi","negatif","-1"
"Mantap","positif","1"
"Tdk bisa login, krn page login di blok iklan loan syariah...sdh komplain cs tp gk terpecahkan","negatif","-1"
"Thank octo mobile","positif","1"
"ðŸ‘","positif","1"
"bagus octo mobile","positif","1"
"Top ,, selalu membantu ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Apk Octo mobile saya kenapa tidak bisa di buka ya..setiap di buka malah di alihkan k google dan tidak dapat berjalan...padahal jam 12 tadi aman tidak ad kendala ..tiba"" GK bisa di buka lagi","negatif","-1"
"Tidak membantu, lupa user id, udh masukan data yg di minta dpt SMS, tp tidak memberikan solusi, hanya info... Sangat kecewa","negatif","-1"
"sejauh ini bagus, tingkatkan teruss","positif","1"
"woi gabisa dibuka aplikasinya, permintaan tidak dapat diproses terus gimana nih","negatif","-1"
"Sangat membantu ðŸ‘ðŸ‘","positif","1"
"Mantap bosskkuuu","positif","1"
"Makin gak jelas aja ini aplikasi, bulan kemaren masih bisa beli voucher google Play, sekarang menghilang entah kemana, telpon CS ngabisin pulsa doank, tapi gak menyelesaikan masalah, kalo ada minus 5 saya kasih rating -5 nih aplikasi gak jelas","negatif","-1"
"Keren","positif","1"
"Sangat mudah untuk bertransaksi di octo mobile . Sukses selau Bank cimb niaga","positif","1"
"Sudah 3 hari mau ubah pembayaran ke cicilan via aplikasi octo tapi eror terus, heran..padahal jaringan wifi bagus, jaringan internet provider jg bagus, begini banget ya servicenya.","negatif","-1"
"Aplikasi yg skrng sdh bagus..tdk lemot/lelet sperti sblomnya...","positif","1"
"Tidak bisa log in. Kalo pum bisa log in ga lama langsung keluar lg muncul notif ""permintaan tdk dpt diproses"" dan blank hitam. Sudah lama berbulan bulan belum ada perbaikan. Hapus data sudah,install ulang aplikasi sudah. Hubungi pusat bantuan tdk ada kabar lg.","negatif","-1"
"Ini knp dihpku ga bs skrg tolong dong itnya sdh tlp 14041 sampai habis pulsa banyak ga bisa datang ke bank nanya cs ga bisa juga gimana nih IT CIMB jgn tidur selesaikan masalahnya banyak nih customer km yg dirugikan","negatif","-1"
"Mantap","positif","1"
"Setelah kemarin sempat sering error... sekarang udah gak, semua lancar lagi mantaps! Sy kasih bintang 5 lagi","positif","1"
"aplikasi mobile banking paling aneh, suka keluar sendiri (forced close), udah login rekening keluar lagi, gabisa dibuka. sangat sangat tidak bisa diandalkan apabila ingin melakukan transaksi, jarang banget lancar aplikasinya haduh","negatif","-1"
"G bisa cek transaksi kartu kredit ini, , padahal hari terakhir mau ubah jadi cicilan Gimana donk ini. . . Coba lagi, , coba lagi aja","negatif","-1"
"Harg a.","netral","0"
"Sangat membantu terima kasih Octo mobile","positif","1"
"Mantap","positif","1"
"SELALU FORCE CLOSE, SAAT LOGIN","negatif","-1"
"Siiip,ok","positif","1"
"Memudahkan saya,trimakasih octomobile","positif","1"
"Ok punya","positif","1"
"Layanan sudah bagus, tolong ditambahkan fitur perubahan bahasa misal dari bahasa indonesia dan bahasa inggris.","positif","1"
"Aplikasinya sangat buruk, setiap dibuka langsung keluar sendiri","negatif","-1"
"Ok","netral","0"
"Good, transaksi sangat mudah dan banyak fitur baru nya. MantapðŸ‘","positif","1"
"Transaksi lebih simple.","positif","1"
"good","positif","1"
"Transaksi jadi cepat","positif","1"
"Pas selesai download aplikasi malah gak bisa di buka","negatif","-1"
"Gak bisa dibuka ðŸ‘ŽðŸ‘ŽðŸ‘Ž","negatif","-1"
"Puas bgt","positif","1"
"Sangat bagus","positif","1"
"Good","positif","1"
"Ok mantap","positif","1"
"MantabðŸ‘","positif","1"
"Mantap dan banyak Promonya","positif","1"
"Ini kenapa ya sering ga bisa di buka apk nya","negatif","-1"
"Tidak ribet cara pakainya","positif","1"
"Mantap","positif","1"
"bagus cuman ada sedikit eror aja kayak pascode ga muncul""","positif","1"
"Sementara masih baguss ðŸ‘ðŸ‘ðŸ‘,pertahankan","positif","1"
"Octo mobile terblokir karena lupa pin. Saya hubungi 14041 tidak bisa diproses katanya karena saya lupa pin sehingga disuruh datang langsung ke Bank nya. Saya kan hubungi anda karena saya butuh bantuan karena lupa pin. Sangat tidak membantu. Buka rekening bisa online tp memulihkan tidak bisa online.","negatif","-1"
"Mantap octo","positif","1"
"Sukakkkk","positif","1"
"Ini CIMB niaga kenapa ya ? Buka kayak close lagi ,,, sampe aplikasi saya tutupi semua ,kok masih saja tidak berguna . Ayo ini bagaimana kalian itu bekerja ,kok kayak gini Males saya klu gini pakai CIMB","negatif","-1"
"Sementara ini oke, kl lebih bagus lg nambah bintang lagi","positif","1"
"kijh. kakak khoirudin vs hidaka cintaðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜â£ðŸ’• octo mobile by beri rating aplikasi ini unbovingðŸ§³ðŸ§³ ðŸ‘³nieðŸšŒðŸšŒðŸšŒ pagiðŸœðŸœ bandsaccessories pojok lndomasir lvndonesiar motionðŸ“¬ðŸ“¬ðŸ“¬????","netral","0"
"Ok","netral","0"
"ok","netral","0"
"mantap ðŸ‘","positif","1"
"Mantab","positif","1"
"Katanya transfer ke bank lain tdk bayar/ gratis tp skrg di potong 6500 ...","negatif","-1"
"Passcode tidak masuk'' kak.. lwt sms..padahal user id udah benar,no hp sudah terdaftar,solusi nya gimanaðŸ™","negatif","-1"
"Kok susah banget mau masuk ke OCTO MOBILE...belum masuk sudah keluar...","negatif","-1"
"Mantap","positif","1"
"Setelah di perbaharui malah ga bisa di buka harus hub 14041 bagus tadi ga usah di perbaharui","negatif","-1"
"Saldo berkurang sendiri tanpa transaksi a neh","negatif","-1"
"Masa perangkat gw tidak bisa mengakses octo emang harus HP spek apaam biar bisa pakai","negatif","-1"
"Memudahkan untuk bertransaksi","positif","1"
"Sangat puas","positif","1"
"Mantappppppp....","positif","1"
"Praktis dan mudah","positif","1"
"Sering kali login tidak dapat diproses. Keluar dengan sendirinya.","negatif","-1"
"Hadeh , baru download pas mau buka ada bacaan permintaan di tolak akses d tolak , aneh bngt aplikasi ,pdhl butuh bbgt","negatif","-1"
"aplikasi tidak berguna ,","negatif","-1"
"Tambahan utk beli token listriknya blm ada","netral","0"
"Alhamdulillah makin mudah bertransaksi","positif","1"
"Makin kesini makin jelek nih apk, tiap login pasti jd lockout sendiri","negatif","-1"
"Jos","positif","1"
"Hallo niaga ,apa se kalian ini,lama"" kok kayak bank ecek"" ,ini gak bisa login sudah pakai wifi ganti lagi data masih aja gak bisa mau kalian apa,smua transaksi sy ada disini ,perbaiki bikin malu aja bikin repot","negatif","-1"
"GOOD","positif","1"
"Masih harus diperbaiki, kadang gabisa kebuka aplikasinya berkali kali kudu dididemin dulu","netral","0"
"Cpt dan Aman..","positif","1"
"Mau tanya dong aplikasi octo apa kah error hari inu soalnya saya ga bisa masuk","positif","1"
"Keren banget","positif","1"
"Verry good","positif","1"
"Mudah di gunakan","positif","1"
"Good job","positif","1"
"Mantapp,,untuk saran transaksi tanpa kartu ga bisa yang nominal 50 rebu,kalo bisa di tambah yang nominal 50 rebu bisa ambil jadi lebih mudah kalo ATM uangnya 50 rebuan","positif","1"
"bagus sekali ... sngat cpt","positif","1"
"Ini kenapa ya setiap mbuka aplikasi Octo mobile selalu keluar sendiri aplikasinya. Sampai saya uninstall terus install awal lagi.. tapi tetap sama aja kek awal.. tolong diperbaiki lagi.. saya tidak bisa cek saldo kalo kaya gini.","negatif","-1"
"Memudahkan transfer","positif","1"
"bagus","positif","1"
"Easyly for using","positif","1"
"Mantap","positif","1"
"Top markotop","positif","1"
"Mudah praktis","positif","1"
"Memudahkan","positif","1"
"Mantapppppp jayaaaaa","positif","1"
"Setiap log in sll null,,keluar mulu","positif","1"
"Kenapa tiba2 perangkat saya terdeteksi root, padahal hp saya tidak pernah di root, aplikasi bank lain juga bisa dibuka, bilang sama tim developer aplikasi nya, untuk semua hp samsung memang ada selinux, tetapi bukan berarti hp nya di root, itu bawaan samsung","negatif","-1"
"Caranya biar logout hp yang lama gimana , mau pindah device aja sudah banget hadeh","negatif","-1"
"ðŸ‘ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Mudah dan banyak gratisannya. Trimakasih OCTO","positif","1"
"jelek banget aplikasinya masa baru instal pas dibuka langsung forced close sendiri, jadi ragu sama sistem keamanan perbankannya, soalnya aplikasinya saja eror kayak gini","negatif","-1"
"Dengan ad Octo transaksi apapun menjadi lebih mudah","positif","1"
"KOK SERING KELUAR SENDIRI SIH ( FORCE CLOSE )","negatif","-1"
"error terus,,, keluar Sendiri terus,,,boro2 mau transaksi","negatif","-1"
"Lebih mudah","positif","1"
"Good","positif","1"
"Good","positif","1"
"Terimakasih banyak membantu kami","positif","1"
"Top,simple sekali","positif","1"
"Aplikasi aneh.. passcode gak keluar.. padahal nomer hp sudah terdaftar.. mana nyedot pulsa juga.. tp gak keluar2 passcodenya","negatif","-1"
"Sangat memuaskan transaksi di octo mobile","positif","1"
"Aman,tidak ribet,keren..ðŸ‘ðŸ»ðŸ‘ðŸ»","positif","1"
"Aneh ya notip pinjaman tp pas pengajuan tidak ada penjelasannya hanya menunggu dah seminggu tetep z menunggu..pinjaman yang ga jelas.","negatif","-1"
"bug trus gk bisa masuk, mending yg awal dri pda di update malah gk bisa login","negatif","-1"
"Payah kalo pindah hp diblok","negatif","-1"
"Sangat bagus,bisa memudahkan disegala aktivitas","positif","1"
"Handphone gak supported katanya, ini hp udh android 10 sdg versi requirement nya cma android 8 Bingung saya , apk ini","negatif","-1"
"Lebih mudah di gunakan... Tks","positif","1"
"Mantap","positif","1"
"Benar benar saja 1 kode sms 5000 belum lagi sms yang masuk sudah ke potong pulsa..cari jalan lain saja tolong di perbaiki","negatif","-1"
"pas login ,mau nerima kode 4 angkanya lama kali,sekali masuk 3,d cobain salah semua,terblokir jdnya,nlpn 1410 skian2 sibuk jaringan,buqt repot aja,gak kyk bsi,klo terblokir respon cpt 20 mnt kelar,","negatif","-1"
"Cpt tanpa ribet","positif","1"
"Sangat membantu","positif","1"
"Mantap sangat mebantu buat kami para ojol","positif","1"
"Karena ganti HP kemudian instal ulang, sudah dicoba berkali kali tapi tidak dapat balasan pascode. Puyeeng...","negatif","-1"
"Untuk octopay,permudah isi saldo di Alfamart atau indomaret.joint dengan online shop.terutama lazada,shopee.kalo mau sukses jangan join sama selot min haram nya double . terima kasih sudah mendengar keluhan netizen","positif","1"
"mantap..makin mudah dan makin praktis","positif","1"
"Masih ketinggalan , jauh sama aplikasi mobile banking lain, seperti aladin, neo bank, Allo bank, yang kyc nya cepet dan tidak mempersulit pengguna, aplikasi ini payah, bikin emosi, jaringan bagus dan KTP jelas , tapi sangat amat mengecewakan hasilnya, saya kasih *1 dulu , kyc saya gak aprrove approve","negatif","-1"
"User id tiba tiba terblokir. Ternyata ada teman mantan sales cimb (saat itu dia sudah non sales) yg tf uang ke rek saya dan di persoalkan 3 bulan kemudian. Seharusnya hal seperti itu di konfir ke saya dulu aliran kas nya baru ambil tindakan. Jgn blokir dahulu baru buat repot saya ke kantor cabang karena masalah ini harus membuat saya ke kancab","negatif","-1"
"Penasaran dengan octo mobile. Semoga banyak fitur menarik dibanding bank lain","positif","1"
"Susah login...keluar terus dr aplikasi. Gak bisa diandalkan kalau lagi butuh.","negatif","-1"
"Mantab","positif","1"
"Mantap","positif","1"
"Gimana ni OCTO Mobile,kok semakin kesini semakin kurang memuaskan. Sama dengan yg lain setiap buka aplikasi selalu keluar dengan sendirinya,padahal dari aplikasi ada beberapa transaksi yg harus dilakukan dan yg harusnya dipermudah.","negatif","-1"
"Tinggkat pelayan untuk kepentingan org banyak","positif","1"
"Banyak cash back","positif","1"
"Semakin di update buka tambah lancar malah tambah lemot, sya tf saldo keterangannya pending biasanya langsung masuk ini malah tambah lama pendingnya saldo tidak caer"",","negatif","-1"
"Mudah bukanya mudah trx nya","positif","1"
"SAYA KECEWA SANGAT","negatif","-1"
"Aplikasi bagus,saya suka...saya suka","positif","1"
"Mantab","positif","1"
"Baguss banget","positif","1"
"Mudah di gunakan dan transfer tanpa biaya...","positif","1"
